order_id,order_date,category,region,sales,quantity,discount,lead_time,cost,profit,current_stock,safety_stock,restock_needed,inventory_turnover_proxy,risk_score
ORD-1204,2023-07-06,Technology,South,1969.9,10,0.2,7,1444.0145724371846,131.90542756281548,62,11,No,31.27,-13.7
ORD-1205,2023-04-23,Furniture,Central,731.36,3,0.1,4,551.6387310732736,106.58526892672644,50,6,No,14.34,-12.2
ORD-1206,2023-01-02,Office Supplies,North,2122.53,8,0.3,9,1177.039026803051,308.7319731969492,33,14,No,62.43,-3.6000000000000005
ORD-1207,2023-05-10,Electronics,East,4031.54,12,0.0,10,2536.257777735946,1495.282222264054,39,15,No,100.79,-4.699999999999999
ORD-1208,2023-08-08,Office Supplies,South,2447.44,1,0.2,6,1345.2352305508452,612.7167694491548,19,9,No,122.37,-1.5000000000000009
ORD-1209,2023-02-23,Furniture,West,188.2,11,0.3,11,133.99486912301353,-2.2548691230135347,64,17,No,2.9,-11.5
ORD-1210,2023-12-09,Electronics,South,2165.08,9,0.1,3,1430.2612237024794,518.3107762975205,99,5,No,21.65,-27.6
ORD-1211,2023-08-12,Office Supplies,West,233.16,9,0.1,5,161.01959745555365,48.82440254444634,46,8,No,4.96,-10.299999999999999
ORD-1212,2023-08-13,Technology,South,4834.59,10,0.2,5,2702.275177673049,1165.3968223269512,47,8,No,100.72,-10.6
ORD-1213,2023-05-06,Electronics,Central,724.52,2,0.2,5,408.2842335922657,171.33176640773428,84,8,No,8.52,-21.7
ORD-1214,2023-05-10,Office Supplies,Central,3567.67,4,0.2,8,1828.2496289905785,1025.8863710094215,78,12,No,45.16,-17.799999999999997
ORD-1215,2023-02-22,Furniture,Central,4866.6,13,0.2,9,2903.512160035062,989.767839964938,53,14,No,90.12,-9.599999999999998
ORD-1216,2023-06-21,Furniture,North,4147.59,8,0.2,9,2770.272407970281,547.799592029719,68,14,No,60.11,-14.099999999999998
ORD-1217,2023-08-06,Electronics,West,3526.65,7,0.0,6,2671.0158493346044,855.6341506653957,36,9,No,95.31,-6.6
ORD-1218,2023-06-09,Office Supplies,Central,4213.36,1,0.0,6,2949.681629007352,1263.678370992648,68,9,No,61.06,-16.2
ORD-1219,2023-07-17,Electronics,North,4910.81,5,0.3,9,3096.8495856744203,340.71741432558,6,14,Yes,701.54,4.5
ORD-1220,2023-09-04,Electronics,West,3144.59,7,0.1,4,2471.4465941567987,358.6844058432014,28,6,No,108.43,-5.6000000000000005
ORD-1221,2023-11-20,Office Supplies,South,2840.01,4,0.0,6,2032.804068626211,807.2059313737893,91,9,No,30.87,-23.1
ORD-1222,2023-07-22,Office Supplies,North,3178.37,1,0.0,4,2476.107752746673,702.2622472533267,70,6,No,44.77,-18.2
ORD-1223,2023-07-03,Technology,East,2710.11,9,0.0,11,1784.0014326733888,926.1085673266114,42,17,No,63.03,-4.9
ORD-1224,2023-05-03,Office Supplies,North,3211.94,14,0.3,1,1855.445498913723,392.9125010862771,35,2,No,89.22,-9.8
ORD-1225,2023-09-12,Furniture,North,2304.23,5,0.2,7,1188.632450656655,654.751549343345,30,11,No,74.33,-4.1000000000000005
ORD-1226,2023-10-21,Electronics,West,1170.37,11,0.3,10,840.1213782893462,-20.86237828934628,33,15,No,34.42,-2.9000000000000004
ORD-1227,2023-10-07,Electronics,South,689.21,2,0.1,11,369.6859717766183,250.60302822338173,71,17,No,9.57,-13.600000000000001
ORD-1228,2023-11-21,Furniture,East,434.87,8,0.1,6,256.9353460094891,134.44765399051093,82,9,No,5.24,-20.4
ORD-1229,2023-04-08,Office Supplies,Central,1390.25,11,0.1,9,917.2053039056764,334.01969609432354,29,14,No,46.34,-2.3999999999999995
ORD-1230,2023-07-17,Furniture,Central,326.01,13,0.1,7,218.20663553462265,75.20236446537734,52,11,No,6.15,-10.7
ORD-1231,2023-08-28,Furniture,North,2879.14,2,0.0,7,1958.3189317320628,920.8210682679372,69,11,No,41.13,-15.8
ORD-1232,2023-05-24,Technology,West,1490.76,3,0.0,2,819.7340388816359,671.0259611183641,57,3,No,25.7,-15.699999999999998
ORD-1233,2023-04-07,Furniture,West,4140.22,14,0.3,11,2541.7689194572063,356.385080542794,71,17,No,57.5,-13.600000000000001
ORD-1234,2023-07-20,Electronics,Central,463.78,10,0.2,9,317.7627015956921,53.26129840430789,94,14,No,4.88,-21.9
ORD-1235,2023-05-04,Furniture,East,1209.12,1,0.1,10,956.3482156818004,131.8597843181995,22,15,No,52.57,0.40000000000000036
ORD-1236,2023-07-06,Electronics,South,3678.21,11,0.3,9,2642.019038099512,-67.27203809951175,13,14,Yes,262.73,2.4
ORD-1237,2023-11-22,Electronics,East,3034.16,2,0.0,6,2356.878224687261,677.2817753127388,42,9,No,70.56,-8.4
ORD-1238,2023-12-15,Electronics,South,416.01,14,0.0,3,303.13135151378424,112.87864848621577,91,5,No,4.52,-25.200000000000003
ORD-1239,2023-09-16,Office Supplies,Central,4398.47,7,0.2,1,2980.0298008492477,538.7461991507529,25,2,No,169.17,-6.8
ORD-1240,2023-05-28,Technology,South,4398.58,10,0.2,4,2452.6790453047224,1066.1849546952776,69,6,No,62.84,-17.9
ORD-1241,2023-09-09,Electronics,West,1719.0,2,0.2,3,1203.309790680969,171.89020931903104,25,5,No,66.12,-5.4
ORD-1242,2023-12-12,Electronics,North,1767.99,6,0.3,1,1214.6336516464369,22.9593483535632,31,2,No,55.25,-8.6
ORD-1243,2023-05-27,Office Supplies,North,4946.24,3,0.0,3,3367.1071329047645,1579.1328670952353,74,5,No,65.95,-20.1
ORD-1244,2023-05-28,Electronics,Central,3168.26,4,0.0,4,2049.660692233728,1118.599307766273,48,6,No,64.66,-11.599999999999998
ORD-1245,2023-12-18,Furniture,West,2703.45,11,0.2,8,1780.484008816442,382.275991183558,32,12,No,81.92,-4.0
ORD-1246,2023-07-18,Furniture,East,4206.95,13,0.1,9,2525.569896837852,1260.685103162148,49,14,No,84.14,-8.399999999999999
ORD-1247,2023-11-04,Technology,West,1497.92,8,0.2,3,982.3266605688278,216.00933943117224,21,5,No,68.09,-4.2
ORD-1248,2023-05-08,Electronics,North,2202.99,14,0.3,6,1232.0591053951891,310.0338946048107,44,9,No,48.96,-9.0
ORD-1249,2023-02-08,Office Supplies,North,1412.11,3,0.2,10,1047.1534454769685,82.53455452303143,7,15,Yes,176.51,4.9
ORD-1250,2023-12-04,Furniture,West,3966.89,10,0.2,11,2204.532023147427,968.9799768525728,80,17,No,48.97,-16.3
ORD-1251,2023-12-26,Office Supplies,West,2909.41,6,0.3,5,1528.8655320401938,507.7214679598061,80,8,No,35.92,-20.5
ORD-1252,2023-05-09,Office Supplies,North,3328.24,1,0.2,6,2099.6994424288832,562.8925575711165,70,9,No,46.88,-16.8
ORD-1253,2023-09-24,Furniture,East,1336.31,7,0.0,4,932.0658443459038,404.2441556540962,50,6,No,26.2,-12.2
ORD-1254,2023-05-31,Office Supplies,Central,1179.1,8,0.1,10,744.3835724837415,316.8064275162584,90,15,No,12.96,-20.0
ORD-1255,2023-10-25,Furniture,Central,2493.04,11,0.2,6,1453.5077363359671,540.9242636640329,91,9,No,27.1,-23.1
ORD-1256,2023-04-09,Office Supplies,West,3714.07,14,0.3,7,2478.961054685591,120.88794531440908,34,11,No,106.12,-5.3
ORD-1257,2023-09-20,Furniture,Central,2673.67,8,0.1,9,1615.1659202364613,791.1370797635388,73,14,No,36.13,-15.599999999999998
ORD-1258,2023-09-09,Electronics,North,259.96,3,0.3,10,202.73248541759585,-20.76048541759586,13,15,Yes,18.57,3.1
ORD-1259,2023-05-24,Technology,North,4355.9,14,0.1,7,3383.63498907976,536.6750109202401,89,11,No,48.4,-21.8
ORD-1260,2023-12-12,Furniture,West,416.97,10,0.1,6,271.3271933321294,103.9458066678706,15,9,No,26.06,-0.3000000000000007
ORD-1261,2023-04-22,Furniture,West,4783.54,1,0.2,1,2862.3038602238303,964.5281397761696,73,2,No,64.64,-21.2
ORD-1262,2023-03-01,Technology,West,223.2,9,0.0,2,160.95838643853656,62.241613561463424,95,3,No,2.32,-27.1
ORD-1263,2023-01-02,Furniture,East,3502.81,13,0.2,1,1789.9845396685762,1012.2634603314236,70,2,No,49.34,-20.3
ORD-1264,2023-10-31,Furniture,Central,502.81,6,0.3,9,323.0205811786425,28.94641882135753,92,14,No,5.41,-21.299999999999997
ORD-1265,2023-09-11,Office Supplies,West,4562.32,11,0.3,10,2741.484484444228,452.1395155557716,35,15,No,126.73,-3.5
ORD-1266,2023-05-20,Technology,South,2375.72,9,0.1,10,1843.9406538867524,294.2073461132473,37,15,No,62.52,-4.1
ORD-1267,2023-02-06,Electronics,South,773.87,7,0.1,9,389.72163481465327,306.76136518534673,43,14,No,17.59,-6.6000000000000005
ORD-1268,2023-06-09,Furniture,North,1770.0,1,0.0,7,1178.5446990064434,591.4553009935566,98,11,No,17.88,-24.5
ORD-1269,2023-01-09,Technology,Central,907.64,12,0.2,2,655.4967678157938,70.6152321842062,50,3,No,17.8,-13.6
ORD-1270,2023-08-21,Office Supplies,West,935.85,12,0.3,6,604.0962250873122,50.99877491268785,41,9,No,22.28,-8.1
ORD-1271,2023-04-09,Electronics,South,4745.73,1,0.1,11,2494.45491670024,1776.70208329976,96,17,No,48.93,-21.099999999999998
ORD-1272,2023-05-27,Technology,Central,2281.71,6,0.0,4,1806.5174634721695,475.1925365278303,64,6,No,35.1,-16.4
ORD-1273,2023-10-31,Electronics,North,3965.13,5,0.3,1,2598.7586105286923,176.8323894713078,35,2,No,110.14,-9.8
ORD-1274,2023-07-27,Electronics,East,3234.07,9,0.1,1,2212.931392149436,697.7316078505643,15,2,No,202.13,-3.8
ORD-1275,2023-05-11,Electronics,Central,3414.49,2,0.3,5,1949.6155210870868,440.527478912913,91,8,No,37.11,-23.8
ORD-1276,2023-06-01,Furniture,Central,745.3,8,0.0,2,480.75533684903024,264.5446631509697,6,3,No,106.47,-0.3999999999999999
ORD-1277,2023-02-23,Furniture,East,1247.5,11,0.0,4,784.359197365402,463.140802634598,31,6,No,38.98,-6.499999999999999
ORD-1278,2023-04-30,Office Supplies,Central,3955.08,5,0.3,1,2066.4057140355617,702.1502859644384,6,2,No,565.01,-1.0999999999999999
ORD-1279,2023-06-10,Office Supplies,North,4856.75,2,0.2,4,2583.0532891274984,1302.3467108725015,25,6,No,186.8,-4.7
ORD-1280,2023-04-26,Technology,North,1387.11,13,0.3,11,1042.0549520065194,-71.07795200651952,62,17,No,22.02,-10.899999999999999
ORD-1281,2023-03-16,Office Supplies,East,1430.69,10,0.1,6,818.277402226734,469.343597773266,9,9,Yes,143.07,1.4999999999999996
ORD-1282,2023-04-23,Electronics,West,2417.2,11,0.2,10,1349.9759401599467,583.784059840053,56,15,No,42.41,-9.8
ORD-1283,2023-04-14,Electronics,South,4920.82,11,0.1,4,3205.783510262213,1222.9544897377868,49,6,No,98.42,-11.899999999999999
ORD-1284,2023-12-06,Furniture,West,1417.9,12,0.3,1,1035.9519672676722,-43.42196726767213,89,2,No,15.75,-26.0
ORD-1285,2023-09-11,Electronics,Central,2094.16,6,0.2,7,1085.997776404212,589.330223595788,97,11,No,21.37,-24.2
ORD-1286,2023-08-15,Technology,South,4468.25,10,0.1,2,3007.321596077091,1014.1034039229093,24,3,No,178.73,-5.799999999999999
ORD-1287,2023-04-22,Electronics,East,114.31,8,0.3,9,61.24308371633179,18.77391628366821,65,14,No,1.73,-13.2
ORD-1288,2023-04-09,Electronics,East,294.85,4,0.3,3,150.65016225078008,55.74483774921994,42,5,No,6.86,-10.5
ORD-1289,2023-06-02,Technology,South,3059.95,2,0.2,8,1578.393156925633,869.5668430743667,24,12,No,122.4,-1.5999999999999996
ORD-1290,2023-12-15,Office Supplies,North,4546.16,12,0.3,8,3410.7530506518665,-228.4410506518666,29,12,No,151.54,-3.0999999999999996
ORD-1291,2023-12-04,Office Supplies,South,1270.4,11,0.0,3,680.1616729603269,590.2383270396732,6,5,No,181.49,0.2999999999999998
ORD-1292,2023-07-13,Technology,Central,2401.24,5,0.1,4,1233.1457786844117,927.970221315588,36,6,No,64.9,-7.999999999999999
ORD-1293,2023-11-06,Furniture,North,2307.28,12,0.1,2,1456.74729548213,619.8047045178703,30,3,No,74.43,-7.6
ORD-1294,2023-06-12,Electronics,East,2417.56,2,0.3,4,1820.9014574084483,-128.6094574084483,74,6,No,32.23,-19.4
ORD-1295,2023-07-27,Technology,South,3150.35,2,0.3,11,1823.1784686619217,382.06653133807833,45,17,No,68.49,-5.800000000000001
ORD-1296,2023-06-18,Electronics,West,2401.74,6,0.0,11,1504.7232186050082,897.0167813949915,71,17,No,33.36,-13.600000000000001
ORD-1297,2023-06-10,Furniture,West,2292.59,11,0.2,11,1173.752799679099,660.3192003209008,5,17,Yes,382.1,6.199999999999999
ORD-1298,2023-03-09,Electronics,Central,2424.01,10,0.3,9,1538.5762427144243,158.2307572855758,55,14,No,43.29,-10.2
ORD-1299,2023-10-16,Technology,West,2995.25,9,0.3,2,2016.6536739335124,80.02132606648763,9,3,No,299.52,-1.2999999999999998
ORD-1300,2023-10-04,Electronics,South,2731.34,13,0.3,3,1833.472381658615,78.46561834138515,17,5,No,151.74,-3.0
ORD-1301,2023-10-31,Office Supplies,South,4285.27,4,0.3,11,2569.996439352213,429.6925606477871,23,17,No,178.55,0.7999999999999998
ORD-1302,2023-05-15,Furniture,West,342.53,6,0.1,11,203.68887411176317,104.58812588823685,16,17,Yes,20.15,2.8999999999999995
ORD-1303,2023-07-14,Furniture,South,4183.25,7,0.3,4,2225.434976174957,702.8400238250429,52,6,No,78.93,-12.8
ORD-1304,2023-05-08,Furniture,Central,4235.23,13,0.1,5,2583.6575754652085,1228.0494245347911,29,8,No,141.17,-5.199999999999999
ORD-1305,2023-02-02,Technology,North,1496.05,11,0.3,1,792.6796998102196,254.55530018978035,61,2,No,24.13,-17.6
ORD-1306,2023-06-25,Furniture,Central,2367.97,6,0.2,7,1728.567859759939,165.80814024006082,39,11,No,59.2,-6.8
ORD-1307,2023-01-22,Office Supplies,Central,2248.84,8,0.0,10,1776.318887524409,472.5211124755908,80,15,No,27.76,-17.0
ORD-1308,2023-08-26,Technology,South,1170.7,4,0.2,7,926.0498499259144,10.510150074085772,98,11,No,11.83,-24.5
ORD-1309,2023-06-07,Office Supplies,North,2044.3,12,0.3,9,1552.6894545359353,-121.67945453593528,9,14,Yes,204.43,3.6
ORD-1310,2023-02-07,Electronics,South,317.5,1,0.3,4,215.97545222459877,6.27454777540126,26,6,No,11.76,-5.0
ORD-1311,2023-08-18,Electronics,East,1461.33,7,0.3,6,1037.9238208060196,-14.992820806019663,81,9,No,17.82,-20.1
ORD-1312,2023-12-31,Electronics,South,4101.74,3,0.2,11,2401.8220147259085,879.5699852740913,61,17,No,66.16,-10.600000000000001
ORD-1313,2023-02-20,Electronics,South,1494.36,14,0.3,2,1029.9594255267473,16.092574473252682,51,3,No,28.74,-13.899999999999999
ORD-1314,2023-09-21,Office Supplies,South,4109.21,6,0.2,4,2616.312905516152,671.0550944838483,58,6,No,69.65,-14.599999999999998
ORD-1315,2023-10-10,Technology,North,2704.84,2,0.1,2,1743.5539343966716,690.8020656033285,7,3,No,338.1,-0.7000000000000002
ORD-1316,2023-01-27,Technology,South,4411.33,9,0.0,10,3208.505742223924,1202.824257776076,57,15,No,76.06,-10.099999999999998
ORD-1317,2023-08-14,Furniture,North,2916.42,1,0.0,5,1704.867699189281,1211.552300810719,88,8,No,32.77,-22.9
ORD-1318,2023-10-04,Office Supplies,West,245.37,6,0.2,7,146.0962138564453,50.1997861435547,35,11,No,6.82,-5.6000000000000005
ORD-1319,2023-10-13,Electronics,East,3409.56,6,0.1,1,2650.5664996081664,418.03750039183353,73,2,No,46.08,-21.2
ORD-1320,2023-04-07,Office Supplies,North,319.78,5,0.2,10,165.28382150223317,90.54017849776682,92,15,No,3.44,-20.599999999999998
ORD-1321,2023-10-11,Furniture,West,2307.93,13,0.1,10,1490.2079899011303,586.9290100988695,37,15,No,60.73,-4.1
ORD-1322,2023-11-13,Furniture,North,4654.19,5,0.3,7,3601.5995071750795,-343.6665071750797,76,11,No,60.44,-17.900000000000002
ORD-1323,2023-10-31,Office Supplies,North,909.5,1,0.1,10,621.2875466831841,197.26245331681588,92,15,No,9.78,-20.599999999999998
ORD-1324,2023-05-27,Office Supplies,East,2010.37,10,0.1,6,1334.7291169351531,474.60388306484674,54,9,No,36.55,-12.0
ORD-1325,2023-01-04,Office Supplies,Central,3676.32,12,0.1,6,2113.601856295339,1195.086143704661,88,9,No,41.31,-22.2
ORD-1326,2023-02-04,Technology,Central,4423.07,5,0.0,8,2667.034455224886,1756.0355447751135,20,12,No,210.62,-0.40000000000000036
ORD-1327,2023-07-11,Electronics,North,3387.62,2,0.1,8,2559.734876304488,489.123123695512,80,12,No,41.82,-18.4
ORD-1328,2023-02-18,Office Supplies,South,1365.05,7,0.3,6,911.5332132311602,44.00178676883979,81,9,No,16.65,-20.1
ORD-1329,2023-01-17,Office Supplies,West,3405.58,3,0.3,3,2228.688716064265,155.2172839357354,43,5,No,77.4,-10.8
ORD-1330,2023-06-21,Office Supplies,South,1553.97,13,0.3,5,823.4081662349396,264.37083376506047,93,8,No,16.53,-24.4
ORD-1331,2023-08-08,Furniture,South,3620.3,4,0.1,2,1827.5580204443447,1430.7119795556555,50,3,No,70.99,-13.6
ORD-1332,2023-06-07,Furniture,North,4774.76,3,0.2,5,3767.789647460612,52.01835253938782,92,8,No,51.34,-24.099999999999998
ORD-1333,2023-02-15,Technology,North,3634.83,3,0.2,9,2228.499189131769,679.3648108682308,51,14,No,69.9,-9.0
ORD-1334,2023-01-06,Electronics,North,4328.11,4,0.3,10,2947.2867458610453,82.39025413895456,48,15,No,88.33,-7.399999999999999
ORD-1335,2023-04-09,Technology,North,110.31,5,0.0,1,57.79301091698682,52.51698908301318,13,2,No,7.88,-3.2
ORD-1336,2023-08-21,Electronics,Central,3616.1,1,0.2,10,2549.1128705809324,343.7671294190675,91,15,No,39.31,-20.3
ORD-1337,2023-02-06,Furniture,North,4164.98,4,0.1,5,3247.7265071278457,500.75549287215387,54,8,No,75.73,-12.7
ORD-1338,2023-10-07,Furniture,Central,298.74,12,0.2,6,200.9622713041348,38.029728695865245,81,9,No,3.64,-20.1
ORD-1339,2023-12-15,Furniture,Central,4370.83,12,0.3,11,2350.7835903494347,708.7974096505652,64,17,No,67.24,-11.5
ORD-1340,2023-10-29,Technology,North,1357.8,11,0.0,7,915.858447001046,441.94155299895385,19,11,No,67.89,-0.8000000000000007
ORD-1341,2023-06-30,Office Supplies,East,3359.93,8,0.2,9,2452.4268975180144,235.5171024819855,40,14,No,81.95,-5.7
ORD-1342,2023-04-05,Office Supplies,West,4021.74,10,0.2,6,2501.220492540358,716.1715074596418,67,9,No,59.14,-15.899999999999999
ORD-1343,2023-04-09,Furniture,South,3347.06,7,0.3,5,2556.990919787491,-214.04891978749083,73,8,No,45.23,-18.4
ORD-1344,2023-07-07,Office Supplies,Central,552.2,9,0.0,7,383.560818053181,168.639181946819,90,11,No,6.07,-22.1
ORD-1345,2023-04-26,Office Supplies,West,3021.98,5,0.0,1,2326.2436738274814,695.7363261725186,84,2,No,35.55,-24.5
ORD-1346,2023-07-10,Technology,East,2792.96,13,0.3,11,1918.907618230409,36.16438176959093,45,17,No,60.72,-5.800000000000001
ORD-1347,2023-09-10,Electronics,South,4511.57,10,0.1,5,2433.479462757341,1626.9335372426583,78,8,No,57.11,-19.9
ORD-1348,2023-06-10,Furniture,South,2080.77,4,0.2,2,1233.7041665149034,430.9118334850966,28,3,No,71.75,-7.0
ORD-1349,2023-09-13,Furniture,Central,1673.3,8,0.1,4,937.9490460732508,568.0209539267491,86,6,No,19.23,-23.0
ORD-1350,2023-11-19,Technology,North,3774.27,9,0.2,7,2916.1819756613468,103.23402433865316,53,11,No,69.89,-11.0
ORD-1351,2023-05-08,Technology,East,2122.11,13,0.2,5,1545.150776037432,152.53722396256808,22,8,No,92.27,-3.0999999999999996
ORD-1352,2023-01-18,Office Supplies,Central,3265.87,7,0.1,6,2295.6437423216366,643.6392576783633,11,9,No,272.16,0.8999999999999995
ORD-1353,2023-10-08,Furniture,East,3267.61,14,0.3,2,1928.8371667074448,358.48983329255486,8,3,No,363.07,-1.0
ORD-1354,2023-08-11,Electronics,North,4451.39,7,0.3,3,2471.4715173569803,644.5014826430199,94,5,No,46.86,-26.1
ORD-1355,2023-02-23,Technology,North,3033.59,5,0.2,7,2205.223736803685,221.6482631963152,73,11,No,40.99,-17.0
ORD-1356,2023-02-27,Electronics,Central,2560.55,4,0.3,11,1644.5065384962031,147.87846150379676,64,17,No,39.39,-11.5
ORD-1357,2023-11-19,Electronics,North,780.47,14,0.2,2,443.1015915301005,181.2744084698995,59,3,No,13.01,-16.3
ORD-1358,2023-12-26,Furniture,West,667.11,10,0.3,6,456.96140635615103,10.015593643848971,20,9,No,31.77,-1.8000000000000007
ORD-1359,2023-06-23,Furniture,South,856.18,1,0.2,5,438.4499112571699,246.4940887428301,94,8,No,9.01,-24.7
ORD-1360,2023-10-07,Technology,Central,942.06,10,0.3,10,563.2115848812188,96.2304151187812,86,15,No,10.83,-18.8
ORD-1361,2023-04-24,Furniture,East,3225.6,10,0.0,1,2066.213232525949,1159.3867674740509,33,2,No,94.87,-9.200000000000001
ORD-1362,2023-10-15,Furniture,West,3730.81,7,0.1,11,2031.0063297436136,1326.7226702563862,27,17,No,133.24,-0.40000000000000036
ORD-1363,2023-12-08,Furniture,Central,2696.96,1,0.0,10,2145.1521219650176,551.8078780349824,18,15,No,141.95,1.6000000000000005
ORD-1364,2023-05-31,Electronics,North,4162.19,1,0.1,11,2342.185887976374,1403.7851120236255,83,17,No,49.55,-17.2
ORD-1365,2023-05-07,Technology,North,4957.19,5,0.1,4,2672.4505698157523,1789.0204301842473,53,6,No,91.8,-13.099999999999998
ORD-1366,2023-06-04,Office Supplies,North,4118.06,13,0.2,11,2310.4806468276024,983.967353172398,37,17,No,108.37,-3.4000000000000004
ORD-1367,2023-09-30,Electronics,North,3504.92,9,0.1,2,2561.1093240502546,593.3186759497455,29,3,No,116.83,-7.299999999999999
ORD-1368,2023-04-14,Furniture,East,2709.21,6,0.0,4,1700.4402561467607,1008.7697438532392,25,6,No,104.2,-4.7
ORD-1369,2023-10-26,Electronics,West,2299.38,3,0.0,1,1539.7218310644575,759.6581689355426,21,2,No,104.52,-5.6
ORD-1370,2023-09-03,Furniture,South,513.52,13,0.3,2,259.9965866886908,99.4674133113092,27,3,No,18.34,-6.699999999999999
ORD-1371,2023-06-25,Furniture,East,2056.91,3,0.0,8,1049.701630875261,1007.208369124739,61,12,No,33.18,-12.700000000000001
ORD-1372,2023-02-08,Electronics,East,4559.66,7,0.3,6,2889.673877957276,302.0881220427243,85,9,No,53.02,-21.3
ORD-1373,2023-06-19,Technology,South,4059.31,6,0.1,2,3024.1720385842345,629.2069614157654,62,3,No,64.43,-17.2
ORD-1374,2023-09-04,Furniture,South,1158.65,9,0.0,6,887.0296080443562,271.62039195564387,18,9,No,60.98,-1.2000000000000002
ORD-1375,2023-01-26,Technology,North,2386.38,6,0.1,10,1255.2644456336652,892.4775543663349,97,15,No,24.35,-22.099999999999998
ORD-1376,2023-12-21,Office Supplies,East,4101.94,5,0.0,9,2713.4699429096804,1388.4700570903192,24,14,No,164.08,-0.8999999999999995
ORD-1377,2023-11-02,Furniture,Central,430.18,10,0.0,7,332.945943933085,97.234056066915,34,11,No,12.29,-5.3
ORD-1378,2023-01-13,Technology,South,1998.22,7,0.3,9,1231.6864751878834,167.06752481211663,23,14,No,83.26,-0.5999999999999996
ORD-1379,2023-11-12,Technology,South,4274.02,1,0.1,5,3200.6842864524438,645.9337135475571,57,8,No,73.69,-13.599999999999998
ORD-1380,2023-11-09,Office Supplies,West,2079.1,12,0.0,7,1122.9399905185603,956.1600094814396,60,11,No,34.08,-13.100000000000001
ORD-1381,2023-02-05,Technology,Central,480.31,7,0.2,11,374.9387981997021,9.3092018002979,81,17,No,5.86,-16.6
ORD-1382,2023-06-22,Technology,Central,2758.42,3,0.1,7,2001.0323322634088,481.54566773659127,86,11,No,31.71,-20.900000000000002
ORD-1383,2023-01-20,Office Supplies,South,4322.54,14,0.1,3,3381.9566698591284,508.3293301408716,27,5,No,154.38,-6.0
ORD-1384,2023-11-17,Furniture,North,2992.4,9,0.1,7,2103.6128229047563,589.5471770952438,66,11,No,44.66,-14.900000000000002
ORD-1385,2023-09-21,Technology,West,1208.77,6,0.3,1,736.1665312648843,109.97246873511574,37,2,No,31.81,-10.4
ORD-1386,2023-05-22,Technology,Central,1982.77,9,0.2,9,1549.4442450340534,36.77175496594651,22,14,No,86.21,-0.2999999999999998
ORD-1387,2023-05-23,Technology,South,2305.6,13,0.1,10,1343.4040278375326,731.6359721624674,77,15,No,29.56,-16.099999999999998
ORD-1388,2023-04-02,Electronics,Central,2938.41,5,0.0,6,1762.0227181654243,1176.387281834575,37,9,No,77.33,-6.9
ORD-1389,2023-12-20,Office Supplies,West,3820.82,7,0.0,5,2713.7088459008232,1107.111154099177,36,8,No,103.27,-7.299999999999999
ORD-1390,2023-11-18,Electronics,West,584.48,13,0.3,7,426.43362122397934,-17.29762122397932,65,11,No,8.86,-14.600000000000001
ORD-1391,2023-10-15,Office Supplies,East,4459.29,14,0.0,5,3472.988898448108,986.301101551892,58,8,No,75.58,-13.899999999999999
ORD-1392,2023-08-03,Furniture,South,160.32,4,0.1,10,90.01017666596745,54.27782333403255,21,15,No,7.29,0.7000000000000002
ORD-1393,2023-12-08,Furniture,West,1913.26,7,0.0,5,1414.6633162590597,498.5966837409403,23,8,No,79.72,-3.3999999999999995
ORD-1394,2023-02-20,Technology,East,234.36,13,0.1,11,169.1056959222337,41.8183040777663,95,17,No,2.44,-20.8
ORD-1395,2023-06-02,Office Supplies,East,2025.57,1,0.0,10,1051.55110179318,974.0188982068198,74,15,No,27.01,-15.2
ORD-1396,2023-07-05,Furniture,Central,2676.48,7,0.2,11,1649.1584978958886,492.0255021041114,38,17,No,68.63,-3.700000000000001
ORD-1397,2023-03-04,Office Supplies,Central,2607.24,8,0.3,7,1524.7912230796114,300.27677692038844,88,11,No,29.29,-21.5
ORD-1398,2023-07-09,Furniture,East,911.58,5,0.3,10,539.0602143097941,99.04578569020596,29,15,No,30.39,-1.6999999999999993
ORD-1399,2023-05-05,Electronics,Central,3264.13,2,0.2,7,2594.604919388266,16.69908061173419,72,11,No,44.71,-16.7
ORD-1400,2023-05-30,Furniture,West,319.41,5,0.2,11,221.29786009188717,34.230139908112875,78,17,No,4.04,-15.7
ORD-1401,2023-11-10,Electronics,North,3833.34,6,0.3,3,2741.9990168148406,-58.66101681484042,78,5,No,48.52,-21.299999999999997
ORD-1402,2023-02-27,Furniture,West,4738.56,12,0.2,3,3757.6083814426233,33.23961855737696,92,5,No,50.95,-25.5
ORD-1403,2023-12-08,Technology,East,1764.87,2,0.1,10,1082.1486329418035,506.2343670581962,89,15,No,19.61,-19.7
ORD-1404,2023-11-01,Electronics,East,2634.47,14,0.0,3,1950.962160575159,683.5078394248408,15,5,No,164.65,-2.4000000000000004
ORD-1405,2023-06-29,Furniture,West,1956.66,6,0.3,6,1233.3988063978122,136.2631936021878,95,9,No,20.38,-24.3
ORD-1406,2023-06-19,Technology,Central,132.88,6,0.2,6,101.10309029323236,5.200909706767639,20,9,No,6.33,-1.8000000000000007
ORD-1407,2023-11-22,Electronics,Central,1990.79,1,0.1,3,1103.2903680001389,688.4206319998611,94,5,No,20.96,-26.1
ORD-1408,2023-09-28,Technology,East,3979.43,14,0.3,3,3121.090241078472,-335.4892410784721,65,5,No,60.29,-17.4
